premise,hypothesis,label
A woman in a red hat stands on something.,A woman stands on a trash can.,1
A woman in a red hat stands on a trash can.,A woman stands on a trash can.,0
A nude man submerges himself in water.,A man jumps in the river.,1
A nude man jumps  in a river.,A man jumps in the river.,0
A person dressed in a blue coat is standing alone on a busy sidewalk creating a painting of a street scene.,A person is buying a painting of a street scene,2
"A person dressed in a blue coat is standing in on a busy sidewalk, purchasing painting of a street scene.",A person is buying a painting of a street scene,0
A woman with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,2
A young man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,1
A musician sitting at a piano videotapes some action.,A woman is playing the piano.,1
A musician playing the piano videotapes some action.,A woman is playing the piano.,0
Children on a balloon ride.,Kids are on amusement park rides,1
Children ride a live pony in a park.,Kids are on amusement park rides,2
A young girl wearing sneakers is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,2
A young girl wearing sandals is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,0
An old wolf goes over the snow.,The wolf is old.,0
A baby wolf moves over the snow.,The wolf is old.,2
A woman in a pink turtleneck tries to fix her camera.,The camera is broke.,0
A woman in a pink turtleneck tinkers with her camera.,The camera is broke.,1
A soccer player in uniform runs down the field.,The player in green is plaing a sport.,1
A soccer player in red runs down the field.,The player in green is plaing a sport.,2
A man holding the Texas flag is laying in bed.,The man is laying on his bed.,0
A man holding the Texas flag is laying down.,The man is laying on his bed.,1
Monkeys on stilts are performing in a parade.,Some people are performing in a parade.,2
Some people are performing.,Some people are performing in a parade.,1
"A middle-aged couple is watching tv, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together.,2
A middle-aged couple is dancing.,A well-dressed couple is dancing together.,1
Bearded man playing the bass in a band.,A man with a mustache is playing the piano.,1
Bearded man playing a stringed instrument.,A man with a mustache is playing the piano.,0
A woman dressed in black shoveling her sidewalk from the road to the stairs.,The woman shoveled a path on her sidewalk.,0
A woman dressed in black shoveling a path near the road and the stairs.,The woman shoveled a path on her sidewalk.,1
A small earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,2
A machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,1
Two men are at a softball game. ,Two men are at a football game.,2
Two friends are together at a football game. ,Two men are at a football game.,1
Two men each wearing jackets leaning on a table near the television.,Two men stand outdoors.,2
Two men each wearing jackets leaning on a railing.,Two men stand outdoors.,1
"A group consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,1
"A choir consisting of adults dressed in blue, newer members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,2
A lady with kind eyes and long brown hair is holding an ax while walking down a dirt road. ,a tree is near an ax,1
A lady with kind eyes and long brown hair is holding an ax while sitting on her couch inside. ,a tree is near an ax,2
"Young punk rock guitarist, wearing a red lined jacket with a badge, performing on a beach in sun. ",A guitarist stands in front of foggy lighting,2
"Young punk rock guitarist, wearing a red lined jacket with a badge, performing.",A guitarist stands in front of foggy lighting,1
"A young man on rollerskates gifted by his girlfriend, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,2
"A young man on rollerskates gifted by his grandfather, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,0
Three people are standing at  a football game.,People are at a carnival.,2
Three people are standing in line for a game.,People are at a carnival.,1
A person rides a bike off of a bench.,a person riding a bike,0
A person rides off of a bench.,a person riding a bike,1
The driver of a blue delivery truck is sleeping in front of a white building on a street corner.,A person is sleeping.,0
The driver of a blue delivery truck is lying down in front of a white building on a street corner.,A person is sleeping.,1
A child wearing black and white gear is sledding down a hill.,A child is sledding in the snow.,0
A person wearing black and white gear is sledding down a hill.,A child is sledding in the snow.,1
A person is lifting a bucking animal.,A person is lifting a animal in front of a crowd.,1
A person is lifting a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,0
A man is jumping off the grass safely while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,0
A man is jumping off the grass into the fire while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,2
A girl in purple is competing at a track event.,The girl competing in the long jump.,1
A girl in purple doing the hurdles at a track event.,The girl competing in the long jump.,2
A man walks between buildings.,A man walks through the pathway,1
A man runs through a forest. ,A man walks through the pathway,2
A guy is practicing at the gym. ,There is no punching bag in the gym.,1
A guy is practicing on a punching bag at his home because there is none at the gym. ,There is no punching bag in the gym.,0
"Two men, one with suits and ties are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,2
"A couple of men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,0
"A boy stands outside of ""TheFaceShop"" looking inside, while a man leans against the corner of the store.",A boy is window shopping.,1
"A boy stands outside of ""TheFaceShop"" looking at a poster, while a man leans against the corner of the store.",A boy is window shopping.,2
Two women in a whirlpool with towels on the heads laughing despite their sadness.,Two sad women in a whirlpool with towels on the heads laughing.,0
Two women in a whirlpool with towels on the heads laughing joyfully.,Two sad women in a whirlpool with towels on the heads laughing.,2
A middle-aged person ironing in a messy room.,A woman ironing in a messy room.,1
A middle-aged man ironing in a messy room.,A woman ironing in a messy room.,2
Female painter is creating a sculpture with three people watching her.,A woman is carving a sculpture.,0
A famous female painter is performing art with three people watching her.,A woman is carving a sculpture.,1
Food is being served outside of a  hut.,Vending near large building.,2
Food is being served outside.,Vending near large building.,1
A man holding a man.,A man is holding his wife.,1
A man holding his newly wed wife.,A man is holding his wife.,0
hockey match in last quarter with a couple of men fighting,The hockey game is drawing to a close and the frustrations boiled over into a fight.,0
hockey match with couple of men cheering,The hockey game is drawing to a close and the frustrations boiled over into a fight.,2
Three young men singing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,0
Three young friends singing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,1
The opposing baseball player is making a pitch over the catcher.,The opposing basketball player is attempting to score,2
The opposing tall basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,1
Men at opposite ends of a store waiting to check out.,there are some people outside in this picture,2
"Men at opposite ends of a streetcar, waiting.",there are some people outside in this picture,1
Two men in safety hats and masks sorting through clean rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,2
Two crying men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,0
A woman in a white tank top brushes her hair from her eyes as she looks in the mirror.,Two people are having a conversation.,2
A woman in a white tank top brushes her hair from her eyes as she looks at the man in the gray shirt.,Two people are having a conversation.,1
a woman cleaning pots in a body of water as her son washes produce nearby.,boy washing fruit in a stream,1
a woman cleaning pots in water as her young son washes berries in the stream.,boy washing fruit in a stream,0
A large black gorilla peers down at a group of old people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,2
A large black gorilla peers down at a group of people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,1
People are walking down a flight of stairs in the building.,People are outdoors.,2
People are walking together.,People are outdoors.,1
People shopping in an open market.,People buying produce in an outdoor market,1
People shopping inside a clothing store.,People buying produce in an outdoor market,2
Man in plaid shirt scaling snowy rocks by a woman using skis.,A woman is skiing.,0
Man in plaid shirt scaling snowy rocks by a woman using poles.,A woman is skiing.,1
A young boy walks to school,A little kid walks to school.,0
A young boy walks on the road.,A little kid walks to school.,1
"Two men are standing outdoors on a sunny day holding pieces of a small grill, while one of the men studies the assembly instructions, to prepare a barbeque.",Two men are getting ready for a cookout.,0
"Two men are standing indoors on a cold day, holding pieces of a new item, possibly a grill, while one studies the instructions for assembly.",Two men are getting ready for a cookout.,2
A man is standing next to a couch in the room while watching football.,A male watching football on TV.,0
A man standing next to a car in the street speaking to the driver.,A male watching football on TV.,1
three children are watching tv.,Humans watching a movie.,1
three children are watching the news.,Humans watching a movie.,2
"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a scooter.","A person has on a helmet, a shirt, and is outside using a skateboard.",2
"A tall person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.",1
A group of boys sits and two are smiling while one makes a face. ,Three boys sitting near the sidewalk.,1
"Only one boy sits near the sidewalk, and he is smiling. ",Three boys sitting near the sidewalk.,2
People with their back to the camera walk down into the wilderness.,The people are walking through a desert.,1
People with their back to the camera walk down a desert.,The people are walking through a desert.,0
A group of high school students are entering a building to be admitted to class.,Nobdoy is waiting,0
A group of short high school students are outside a building.,Nobdoy is waiting,1
A man in a striped sweater with chalk explains on a small rectangular chalkboard.,A man writes.,1
A man in a striped sweater reads a small rectangular chalkboard.,A man writes.,2
An African American boy jumps in the game.,A boy plays basketball.,1
An African American boy jumps towards the hoop with the basketball.,A boy plays basketball.,0
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,0
A woman in blue jeans and a navy shirt bends over to fetch the guacamole to eat.,The woman is preparing to shoot a video.,2
A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,0
A man in a black shirt plays the guitar horribly surrounded by drinks. ,The man is skilled at playing,2
A woman scantily dressed in a tribal green and blue costume dances in a Broadway musical while onlookers watch.,A woman is dancing in a parade.,2
A woman scantily dressed in a tribal green and blue costume dances while onlookers watch.,A woman is dancing in a parade.,1
"An Xbox match is being played between two boys, in which one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.",Boys are playing videogames,0
"A rugby game being played, the star player in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.",Boys are playing videogames,1
A girl in a white tank top with a guitar.,A girl in a white tank top looks around the store.,1
A girl in a white tank top with a guitar in looks at various red Chevelles in the store.,A girl in a white tank top looks around the store.,0
A shaven head young man wears headphones with metal music playing and works with a mixing board.,The man is listening to metal,0
A shaven head young man wears headphones and works with a mixing board while listening to country music.,The man is listening to metal,2
An animal is running,An animal is outside running,1
A black and white dog sleeps on soft green grass.,An animal is outside running,2
The boy with the blue jean shorts on is playing with the two girls.,A girls plays with her two brothers.,2
The girl with the jean shorts on is playing with her two baby brothers.,A girls plays with her two brothers.,0
"A person, wearing a costume with many flowers, is standing in the lobby of the building trying to get the attention of people passing by.",A person stands on a sidewalk.,2
"A person, wearing a costume with many flowers, is trying to get the attention of people passing by.",A person stands on a sidewalk.,1
A woman dressed for the cold  is sewing on her machine.,The woman is wearing a sweater.,1
A woman in a brown bikini is sewing on her machine.,The woman is wearing a sweater.,2
"A woman in a black dress, stands alone, looking out to the beach","A woman in a black dress, stands alone, looking out to a big city.",2
"A woman in a black dress, stands alone, looking out the window to a big city.","A woman in a black dress, stands alone, looking out to a big city.",0
A man sitting in the sand along the shore while holding something in his hand.,The man is jumping to avoid jellyfish.,2
A man jumping in the sand to not step on jellyfish while holding something in his hand.,The man is jumping to avoid jellyfish.,0
Several college buddies socialize under a tent.,A bunch of guys are having a party.,1
Several women socialize in a kitchen. ,A bunch of guys are having a party.,2
A competition with a small crowd sleeping.,The people are watching,2
A competition with a crowd watching.,The people are watching,0
Physically challenged men in wheelchairs engaging in an eating contest.,A man in a wheelchair plays basketball.,2
Physically challenged men in wheelchair play basketball.,A man in a wheelchair plays basketball.,0
A girl stands on a street with a homemade 'lemonade' sign.,A girl holds a sign for lemonade.,0
A girl stands on a street with a homemade sign.,A girl holds a sign for lemonade.,1
A nun rides her horse while speaking to a man in while robes.,A nun rides a horse.,0
A nun sits on a horse while speaking to a man in while robes.,A nun rides a horse.,1
A female gymnast wearing a blue leotard is reaching backwards.,A lady is preparing a speech.,1
A female gymnast wearing a blue leotard is editing her speech.,A lady is preparing a speech.,0
A clown is wearing a yellow sequin jacket and holding a trumpet for a crowd outside.,A clown is outdoors performing for a crowd,0
A clown is wearing a yellow sequin jacket and holding a trumpet as people wander inside. ,A clown is outdoors performing for a crowd,2
a man in a pink shirt herding cows in a ring,A man is hearding goats,2
a man in a pink shirt herding cattle in a ring,A man is hearding goats,1
"A little girl with a red hood and shirt is sitting with legs sprawled on a couch, her mouth open. ",the kid lounges outside,2
"A little girl with a red hood and shirt is sitting with legs sprawled, her mouth open. ",the kid lounges outside,1
Two siblings eat ice cream while sitting on a bench.,Two siblings are eating ice cream.,0
Only one child  eats ice cream while sitting on a bench.,Two siblings are eating ice cream.,2
"A girl is riding on a pony with a little girl and a woman, showing it off.",A girl is showing of her pony to others.,0
A girl is riding on a pony with a little girl alone in a field.,A girl is showing of her pony to others.,2
A boy wearing a red swimsuit begins to slide down a water slide.,The boy's swimsuit is red.,0
A child wearing a red swimsuit begins to slide down a water slide.,The boy's swimsuit is red.,1
"A woman in purple riding a brown bull, competitively.",The woman rides horses.,2
"A professional rider in purple riding a brown horse, competitively.",The woman rides horses.,1
A man playing fiddle in a purple shirt.,man plays guitar,2
A man playing a musical instrument in a purple shirt.,man plays guitar,1
A musician is playing a keyboard in a club and it is dark.,A musician plays a keyboard in a dark club.,0
A musician in a black hat is playing a guitar. ,A musician plays a keyboard in a dark club.,2
"War protesters on curb, with pink umbrellas were writing out IMPEACH.",People were on a curb writing a word.,0
"War protesters on a wall, with pink umbrellas spelling out IMPEACH.",People were on a curb writing a word.,2
A girl swings in the park looking at a picture of a man sitting on a boat with a flag and the sunset in the background. ,A girl swings in the park.,0
A girl is at the park looking at a picture of a man sitting on a boat with a flag and the sunset in the background. ,A girl swings in the park.,1
People puzzled inside a corn maze looking for a way out. ,Some people are stuck in a corn maze,0
People puzzled inside a maze. ,Some people are stuck in a corn maze,1
two people waiting on the corner to cross the street.,Two people are waiting to cross the street.,0
two people waiting on the corner for their order to arrive.,Two people are waiting to cross the street.,2
A man in blue jeans is depositing his paycheck at a Canadian bank.,A man is cashing his paycheck at a bank.,0
A man in blue jeans is depositing a check at a Canadian bank.,A man is cashing his paycheck at a bank.,1
A bald man with glasses is cutting into a chicken on the countertop.,A man cuts a chicken on the countertop.,0
A bald man with glasses is cutting into a chicken.,A man cuts a chicken on the countertop.,1
"A boy wearing shorts, crocs, and a white shirt plays happily with a yo-yo while another boy looks at his yo-yo in the background.",He is happy,0
"A boy wearing shorts, crocs, and a white shirt holds a yo-yo and cries while another boy looks at his yo-yo in the background.",He is happy,2
"A bride in a light pink dress poses for a picture with male relatives while the photographer, a man in a cream shirt with white pants fixes his camera. ",A bride is sitting with some relatives waiting for the photographer.,0
A bride in a light pink dress poses for a picture with mail relatives.,A bride is sitting with some relatives waiting for the photographer.,1
2 people wearing sunglasses with red mohawks are sitting at an ASUS keyboard.,The people are near the laptop.,2
2 people wearing sunglasses with red mohawks are sitting at an ASUS device.,The people are near the laptop.,1
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project with his Sony laptop.,The man is working on a laptop computer.,0
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project with his smartphone.,The man is working on a laptop computer.,2
"Two young men in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention.",Three women are in the room.,2
"Three elders in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention.",Three women are in the room.,1
"A female wearing a red jacket, cropped reddish hair, sitting on a park bench, holding a beverage glass.",The girl is wearing a red jacket,0
"A female wearing a jacket, cropped reddish hair, sitting on a park bench, holding a beverage glass.",The girl is wearing a red jacket,1
Two boys are dancing while playing ball in an alley.,The boys are dancing.,0
Two boys are playing ball while performing choreographed moves in an alley.,The boys are dancing.,1
A man in a dress walks down the street.,A woman in a black coat walks in high heels,2
A woman in a black coat and high heels walks down the street.,A woman in a black coat walks in high heels,0
People enjoying cookout food.,Many people are eating outside.,1
People enjoying cookout food in their dining rooms.,Many people are eating outside.,2
Short man in tan shirt and brown pants looks down the fairway at the golf ball he just hit.,A man just hit a golf ball down the fairway.,1
Woman in tan shirt and blue pants looks down the fairway at the golf ball she just hit.,A man just hit a golf ball down the fairway.,2
A 24-year-old man in a blue jacket is looking up at something.,The man is in his 30's.,2
A 33-year-old man in a blue jacket is looking up at something.,The man is in his 30's.,0
"A boat with red, white and blue sails is in the middle of the ocean.",The boat is stopping.,2
"A boat with red, white and blue sails is docking at the pier.",The boat is stopping.,0
The big white cow kicks a red ball of yarn.,The cow is covered in tangled yarn.,2
The big white cow is decorated entangled in a red ball of yarn.,The cow is covered in tangled yarn.,0
A couple and two other women are sitting on a couch during a funeral.,Four people are at a birthday party.,2
A couple and two other women are sitting on a couch during a birthday party.,Four people are at a birthday party.,0
The woman is wearing something around her neck but has no other visible adornments.,The woman is wearing a necklace and no jewelry you can see.,1
The woman is wearing a ring but has no other visible jewelry.,The woman is wearing a necklace and no jewelry you can see.,2
"A man writing on a postcard, while holding a photograph",a man writes on a postcard to his sister,1
"A man writing a postcard to his sister, while holding a photograph",a man writes on a postcard to his sister,0
People in casual clothing walk along the street together.,People in casual attire walk along a street,0
People walk along the street together.,People in casual attire walk along a street,1
A man is posed over into a fountain.,A human leaning,1
A man jumps over into a fountain.,A human leaning,2
Five girls are sitting on crates in a market.,Two men are relaxing.,2
Two men are in a market.,Two men are relaxing.,1
A woman in a solid-colored dress is holding a plastic cup while gesturing with the other hand.,The dress is a single color,0
A woman in a sundress is holding a plastic cup while gesturing with the other hand.,The dress is a single color,1
Large furry dog sleeping on its dog bed.,The dog is taking a nap on the pet bed.,0
Large furry dog  on a dog bed.,The dog is taking a nap on the pet bed.,1
A rock band is performing a musical act at a stadium. ,A rock band playing an outdoor concert.,0
A band is packing up their musical equipment. ,A rock band playing an outdoor concert.,2
A man in a hat holding a tool stands next to his dog with training equipment in a hilly area.,A man about to teach his dog tricks.,0
A man in a hat holding a tool stands next to a dog hitched to a sled filled with hay in a hilly area.,A man about to teach his dog tricks.,1
Three men draping a rope across a river.,The men put rope across the road to hang up the sign.,2
Three men draping a rope across a road to hang up a sign.,The men put rope across the road to hang up the sign.,0
A bicycle is parked and chained to a rack in front of a shop that has a large orange sign.,A bike is chained to the bike rack outside of the shop.,0
A bicycle is left leaning in front of a shop that has a large orange sign.,A bike is chained to the bike rack outside of the shop.,2
The skier in the green jacket and white pants appears to almost fly into the sky as his family laughs.,an american having a family time,1
The US skier in the green jacket and white pants appears to almost fly into the sky as his family laughs joyfully.,an american having a family time,0
A young couple playfully playing near the train tracks.,Two people in a subway station.,1
A young couple playfully playing in the park.,Two people in a subway station.,2
Several children leaping into a pool.,The children leaped into a pile of leaves.,2
Several children and a pile of leaves on the ground.,The children leaped into a pile of leaves.,1
"Men are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",2
"Women are in a kitchen, two of them are sitting at the kitchen table.","People in a kitchen, with two women seated at the table.",0
Many army men in a line holding guns in green uniforms walking down a concrete road for a parade with a big building in the background.,Army men march down a road in uniform for a parade.,0
Many policemen in a line holding guns in green suits sitting next to a concrete road with a big building in the background.,Army men march down a road in uniform for a parade.,2
A dirty boat sits in water as workers tend to their jobs.,A boat in sitting in murky water,1
A dirty sled sits in murky water as workers tend to their jobs.,A boat in sitting in murky water,2
A man with jackhammer making cement,The man is makign cement,0
A man with a jackhammer,The man is makign cement,1
A man in a suit with a wineglass in his hand is speaking to a single person at a party.,A man speaks to people at a party about his adventures in the deep south.,2
A man in formal attire with a wineglass in his hand is speaking to a group of people at a party about his adventures in tennesse.,A man speaks to people at a party about his adventures in the deep south.,0
A shaggy black and white dog is sleeping on the grass.,they are talking loud,2
A shaggy black and white dog is barking loudly on the grass.,they are talking loud,0
A man in a top hat is playing the accordion.,A man is performing on the sidewalk.,1
A man in a top hat is playing the accordion in a stadium.,A man is performing on the sidewalk.,2
"A person is about to roll the bowling ball attempting to hit bowling pins, but misses.",Someone is bowling a perfect game.,2
A person rolls the bowling ball to hit bowling pins and scores 300.,Someone is bowling a perfect game.,0
One African American man is looking at a person,The man is looking at a person.,0
One African American man is looking at something.,The man is looking at a person.,1
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background preparing for an evening concert.",The three musicians are preparing for a live performance later that evening.,0
"A man in a plaid suit and clown makeup plays guitar, while a man in a brown shirt head bangs and a woman plays bass in the background at a concert.",The three musicians are preparing for a live performance later that evening.,2
"A woman in a blue coat issues tickets along a sidewalk, in front of a subway sign.",A woman heading home.,2
"A woman in a blue coat walks home along a sidewalk, in front of a subway sign.",A woman heading home.,0
The woman in the red jacket looks as if she was buying some roses from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,0
The woman in the red jacket looks as if she was buying some stationery from the open air vendor.,The woman is buying a beautiful bunch of roses from a street vendor.,2
Two men are at odds with each other and in the midst of a fight while another man stands in the back watching.,The men are on the same team.,1
Two men on a sports team are at odds with each other and in the midst of a fight while another man is watching.,The men are on the same team.,0
Man pushing something with personal items.,A man pushes a cart.,1
Man pushing his car with personal items.,A man pushes a cart.,2
A boat sails in rough water with many passengers on board. ,Rough water with a boat sailing through it,1
The boat sits in the tranquil water.,Rough water with a boat sailing through it,2
Many people are leading a giant blown up figure down a street. ,The blow-up figure is Karl Marx.,1
Many people are leading a giant blown up figure of Karl Max down a street.,The blow-up figure is Karl Marx.,0
a group of people sitting on the benches near the sidewalk,People are sitting on a sidewalk.,2
a group of people  on the sidewalk,People are sitting on a sidewalk.,1
"Two asian men are dropping a partially filled trash bag, smiling.",Men drop trash.,0
"Two asian men are dropping trash bag, smiling.",Men drop trash.,1
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,1
A man with an orange colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.,Bob was wearing his peach colored tshirt while talking to a long braided hair lady.,2
A baseball player is going across home plate in order to score a run for his team.,Nobody is sliding.,1
A baseball player is jumping across home plate in order to score a run for his team.,Nobody is sliding.,0
Several bikers are going down one side of a four lane road while passing farms that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,2
Several bikers are going down one side of a four lane road while passing structures that seem to be composed mostly of shades of brown and peach.,A group of bikers are riding down a road past some buildings.,1
"A woman in a blue shirt is laughing at her sister in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,0
"A man in a blue shirt is laughing with a man in a black shirt outside, as people are sitting and standing all around them.",Two sisters tell each other jokes in public.,2
"A fluffy, white dog running in the snow after a ball.",A white dog is running after somebody.,2
"A fluffy, white dog running in the snow after a man.",A white dog is running after somebody.,0
A cat is trying to catch a treat in its mouth.,The dog is expecting the treat.,2
A dog is about to vomit a treat from his mouth.,The dog is expecting the treat.,1
Two men catch fish with a fishing net in the rain with a concrete wall behind them.,Two men are fishing in the rain.,0
Two men handle a fishing net with a cloudy grey sky and concrete wall behind them.,Two men are fishing in the rain.,1
A dog climbs down a ramp into the house,A ramp leads into a house.,0
A dog climbs down a ramp into the store,A ramp leads into a house.,2
Three people are staring at a small painting in a museum.,Three people are in a museum.,0
Three people are staring at a small painting in the hotel.,Three people are in a museum.,2
A woman is at a store getting ready to pay for electronics.,The woman is paying for food.,2
A woman is at a store getting ready to pay.,The woman is paying for food.,1
A young girl see a young boy running from her.,The young boy is running from the girl.,0
A young girl see a young boy running.,The young boy is running from the girl.,1
A surgeon and surgical staff performing a hip replacement procedure.,A surgeon is doing a hip replacement.,0
A surgeon and surgical staff in the break room. ,A surgeon is doing a hip replacement.,2
"A small Japanese woman is standing on the corner, waiting for the signal to cross.",A woman waits for a walk signal to cross the street.,0
A small Japanese boy is standing on the corner.,A woman waits for a walk signal to cross the street.,2
A child is standing up on a wooden bench.,child lays on bench,2
The child is on a wooden bench.,child lays on bench,1
A skier falls down the hill when a rock hit him.,A skier falls down a hill after begin hit by a rock.,0
A skier falls down a bridge.,A skier falls down a hill after begin hit by a rock.,2
A heavily bearded man in a cap is drawing a sketch.,A man playing an instrument.,2
A heavily bearded man in a cap is playing.,A man playing an instrument.,1
A woman selling bamboo sticks or brooms as employment talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,0
A woman selling chicken or steak talking to two men on a loading dock.,A woman is selling bamboo sticks to help provide for her family.,2
A young girl holding a doll is smiling at a boy playing baseball.,A boy is playing baseball.,0
A young girl holding a doll is smiling at a boy with a ball.,A boy is playing baseball.,1
