premise,hypothesis,label
A woman in a red polka-dot dress sings into a mic.,A woman is wearing a silk dress.,1
A woman in a red polka-dot dress sings into a mic.,A woman is wearing pants.,2
Men playing a game in the park.,Some men are playing a game.,0
Men playing a game in the park.,Some women are playing a game.,2
Men playing a game at the park.,some men play for money,0
Men playing a game in the park.,some men play for money,1
All men playing a game at the park for free.,some men play for money,2
Three children are playing together in some water.,Three smart children are playing in water.,1
Three children are playing together at the park.,Three children are playing in water.,2
Three children are playing together in some water.,Four adults are playing in sand.,2
Three children are playing together in some water.,Three children are playing in water.,0
Children are playing together in some water.,Three children are playing in water.,1
A woman and a young child are making sculptures out of clay.,A child and woman with clay.,0
A woman and her son are painting on a canvas,A man and woman painting on canvas.,0
A woman and a young child are making sculptures out of clay.,A boy and woman make something.,1
A woman and a young child are doing art.,A man and woman painting on canvas.,1
A woman and a young child are making sculptures out of clay.,A man and woman painting on canvas.,2
A man not wearing a shirt is pouring something out a can while sitting on sand in front of a orange and red tent.,A man is pouring orange juice outside a tent.,1
A man not wearing a shirt is pouring something out a can in front of a tent.,A man is walking down the trail.,1
A man not wearing a shirt is pouring something out a can while sitting on sand in front of a tent.,A man is walking down the trail.,0
A man not wearing a shirt is pouring something out a can while sitting on sand in front of a orange and red tent.,A man is walking down the trail.,2
A man not wearing a shirt is pouring something out a can while sitting on sand in front of a orange and red tent.,A man is pouring outside a tent.,0
A football player wearing a number ten jersey is catching a football with both hands.,A sports player is catching a baseball.,2
A football player wearing a number ten jersey is catching a football with one hand.,A huge player,2
A giant player wearing a number ten jersey is catching a football with one hand.,A huge player,0
A football player wearing a number ten jersey is catching a football with both hands.,A sports player is catching a football.,0
A football player wearing a number ten jersey is catching a football with both hands.,A huge player,1
"The back of a woman wearing blue jeans, black boots, and a blue and black shirt.",The back of someone in boots.,0
"The back of a woman wearing blue jeans, and a shirt.",Someone in sandals walks away.,1
"The back of a woman wearing blue jeans, black boots, and a blue and black shirt.",Someone walks away.,1
"The back of a woman wearing blue jeans, sandals, and a shirt.",Someone in sandals walks away.,0
"The back of a woman wearing blue jeans, black boots, and a blue and black shirt.",Someone in sandals walks away.,2
A few kids wearing white and red are playing soccer.,Children are wearing their soccer uniform,0
Some kids wearing white and red are playing soccer.,Children are wearing their soccer uniform,1
Some kids wearing white and red are playing soccer.,Children are wearing their white and red clothes,0
Some kids wearing white and red are playing soccer.,Children are wearing their black uniform,2
A few kids wearing white and red are playing rugby.,Children are wearing their soccer uniform,2
A young lady is dressed in a blue top with black leotards and is in a dance pose.,The young lady is taking a break from exercising,2
A young lady is dressed in a blue top with black leotards and is in a dance pose.,The young lady is about to dance.,0
A young lady is dressed in a top with black leotards and is in a dance pose after being exhausted from weightlifting.,The young lady is taking a break from exercising,0
A young lady is dressed in a top with black leotards.,The young lady is taking a break from exercising,1
A young lady is dressed in a blue top with black leotards and is in a dance pose.,The young lady is a professional dancer.,1
Four people trudge through the snow wearing snowshoes and using walking sticks.,Three crash survivors trying to reach civilization,2
Three people trudge through the snow wearing snowshoes and using walking sticks.,Three people are in snow,0
Three people trudge through the snow wearing snowshoes and using walking sticks.,Six people are in mud,2
Three people trudge through the snow to reach the city after emerging from a crashed airplane.,Three crash survivors trying to reach civilization,0
Three people trudge through the snow wearing snowshoes and using walking sticks.,Three crash survivors trying to reach civilization,1
Recked vehicle being towed by a large tow truck.,The firetruck was towed.,1
Recked ambulance being towed by a large tow truck.,The firetruck was towed.,2
Recked ambulance being towed by a large tow truck.,The white ambulance was towed.,1
Recked ambulance being towed by a large tow truck.,The ambulance was towed.,0
Recked firetruck being towed by a large tow truck.,The firetruck was towed.,0
A man in a blue shirt is building a sand castle at the beach.,A man in a blue shirt is building a sand castle at the beach,0
A man in a blue shirt is at the beach.,A man in a blue shirt is building a sand castle at the beach,1
A man in a blue shirt is building a bank at the beach.,A man in a blue shirt is building a sand castle at the beach,2
A man in a blue shirt is building a sand castle at the beach.,A man in a blue shirt is building nothing at the beach,2
A man in a blue shirt is building a sand castle at the beach.,A man in a blue shirt is being forced to build a sand castle at the beach,1
An older man and woman sitting on a cement bench with frowns on their faces.,The man and woman are frowning.,0
An older man and woman sitting on a cement bench with frowns on their faces.,The man and woman are smiling.,2
An older man and woman sitting on a cement bench with frowns on their faces.,The man and woman are arguing about money,1
An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.,The man and woman are arguing about money,2
An older man and woman sitting on a cement bench with frowns on their faces are arguing about money.,The man and woman are arguing about money,0
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Two horse racing jockeys are racing against a blurry background.,0
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background, while two rodeo clowns are riding old sad-looking ponies. ",Two rodeo clowns riding old sad-looking ponies,0
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background, while two people were riding ponies near them.",Two rodeo clowns riding old sad-looking ponies,1
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Several horse racing jockeys are racing against a blurry background,1
"Two horse racing jockeys, one in checkered blue and red and the other in orange and brown, are racing against a blurry background.",Two rodeo clowns riding old sad-looking ponies,2
Several man in black tops sit silently.,People are playing music.,2
Several man in black tops play the guitar.,People are playing music.,0
Several man in black tops play the guitar.,People are playing rock music.,1
Several man in black tops play the guitar.,People are playing baseball.,2
Several man in black tops have guitars.,People are playing music.,1
A group of young adults come together to perform song complete with drums and a guitar.,A band is on stage performing.,1
A group of young adults come together to perform song complete with drums and a guitar.,A band is on stage performing without any instruments.,2
A group of young adults come together to perform song complete with drums and a guitar.,A group of young adults is  performing.,0
A person performs song in the subway.,A band is on stage performing.,2
A musical group of young adults come together on stage to perform song complete with drums and a guitar.,A band is on stage performing.,0
A person wearing a white helmet races in a black race car.,A person wearing a helmet races in a new race car.,1
A person wearing a dark helmet races in a black race car.,A person wearing a black helmet races in their car.,1
A person wearing a black helmet races in a black race car.,A person wearing a black helmet races in their car.,0
A person wearing a white helmet races in a black race car.,A person wearing a white helmet races in their car.,0
A person wearing a white helmet races in a black race car.,A person wearing a black helmet races in their car.,2
Two brown dog grapple each other in a sandy area.,Two dogs are playing outside.,0
Two brown dog grapple each other in a sandy area.,Two dogs are playing with each other somewhere.,1
Two brown dog grapple each other.,Two dogs are playing outside.,1
Two brown dog play with each other inside.,Two dogs are playing outside.,2
Two brown dog grapple each other in a sandy area.,Two dogs are playing indoors.,2
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,The woman is wearing a red hat.,0
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,A woman stands on a trash can.,2
A woman in a red hat stands on a trash can.,A woman stands on a trash can.,0
A woman in a red hat stands on something.,A woman stands on a trash can.,1
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,The woman is waiting for the bus.,1
A nude woman submerges herself in a natural pool.,A woman skinny dips in the pool.,0
A nude woman submerges herself in a natural pool.,The naked woman fell into the pool on accident.,1
A nude man jumps  in a river.,A man jumps in the river.,0
A nude man submerges himself in water.,A man jumps in the river.,1
A nude woman submerges herself in a natural pool.,A man jumps in the river.,2
"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.",A person is studying a painting of a mountain scene.,2
"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.",A person is buying a painting of a street scene,1
A person dressed in a blue coat is standing alone on a busy sidewalk creating a painting of a street scene.,A person is buying a painting of a street scene,2
"A person dressed in a blue coat is standing in on a busy sidewalk, purchasing painting of a street scene.",A person is buying a painting of a street scene,0
"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.",A person is studying a painting of a street scene.,0
A young man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,1
A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a ball.,2
A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee to his friend.,1
A man with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,0
A woman with a visor and blue top has thrown a Frisbee off into the distance.,A man is throwing a frisbee.,2
A musician holding a guitar videotapes some action.,A person is holding a guitar.,0
A musician sitting at a piano videotapes some action.,A woman is playing the piano.,1
A musician playing the piano videotapes some action.,A woman is playing the piano.,0
A musician holding a guitar videotapes some action.,A woman is holding a guitar.,1
A musician holding a guitar videotapes some action.,A woman is playing the piano.,2
Children ride a balloon ride in an amusement park.,Kids are on amusement park rides,0
Children ride a live pony in a park.,Kids are on amusement park rides,2
Children ride a balloon ride in an amusement park.,Kids are inside their homes,2
Children ride a balloon ride in an amusement park.,Kids are on expensive amusement park rides,1
Children on a balloon ride.,Kids are on amusement park rides,1
A young girl wearing sandals is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,0
A young toddler wearing pink sandals is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,1
A young toddler wearing pink sandals is walking on hopscotch numbers.,A young girl wears shoes and walks on hopscotch numbers.,2
A young girl wearing sneakers is walking on hopscotch numbers.,A young girl wears sandals and walks on hopscotch numbers.,2
A young toddler wearing pink sandals is walking on hopscotch numbers.,A young kid wears sandals and walks on hopscotch numbers.,0
A wolf moves over the snow.,The wolf is stationary.,2
A baby wolf moves over the snow.,The wolf is old.,2
An old wolf goes over the snow.,The wolf is old.,0
A wolf moves over the snow.,The wolf is moving.,0
A wolf moves over the snow.,The wolf is old.,1
A woman in a pink turtleneck tinkers with her camera.,The camera is broke.,1
A woman in a pink turtleneck adjusts her camera's settings at dinner.,The camera is getting adjusted.,0
A woman in a pink turtleneck adjusts her camera's settings at dinner.,The camera is getting adjusted by a pro.,1
A woman in a pink turtleneck adjusts her camera's settings at dinner.,The camera is broke.,2
A woman in a pink turtleneck tries to fix her camera.,The camera is broke.,0
A soccer player in green runs down the field.,The player in green is plaing a sport.,0
A soccer player in red runs down the field.,The player in green is plaing a sport.,2
A soccer player in green runs down the field.,The player in green is playing a violin.,2
A soccer player in green runs down the field.,The player in green is throwing a ball across a field.,1
A soccer player in uniform runs down the field.,The player in green is plaing a sport.,1
A man holding the Texas flag is laying down.,The man is laying on his bed.,1
A man holding the Texas flag is nearly blown off his feet on a city street.,The latino man is holding the flag.,1
A man holding the Texas flag is nearly blown off his feet on a city street.,The man is holding the Texas flag.,0
A man holding the Texas flag is laying in bed.,The man is laying on his bed.,0
A man holding the Texas flag is nearly blown off his feet on a city street.,The man is laying on his bed.,2
People on stilts in a parade.,A child is performing in a play.,2
People on stilts in a parade.,Some fat people are performing in a parade.,1
People on stilts in a parade.,Some people are performing in a parade.,0
Monkeys on stilts are performing in a parade.,Some people are performing in a parade.,2
Some people are performing.,Some people are performing in a parade.,1
"A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together.,0
A middle-aged couple is dancing.,A well-dressed couple is dancing together.,1
"A middle-aged couple is watching tv, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together.,2
"A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is dancing together celebrating their anniversary.,1
"A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.",A well-dressed couple is swimming together.,2
Bearded man playing the bass.,A man with a mustache is playing the piano.,2
Bearded man playing the bass in a band.,A man with a mustache is playing the piano.,1
Bearded man playing the bass.,A man with a mustache is playing the bass.,1
Bearded man playing a stringed instrument.,A man with a mustache is playing the piano.,0
Bearded man playing the bass.,A man with a beard is playing the bass.,0
A woman dressed in black shoveling a path near the road and the stairs.,The woman shoveled a path on her sidewalk.,1
A person dressed in black shoveling a path to the road from the stairs.,The person shoveling a path from the stairs.,0
A woman dressed in black shoveling her sidewalk from the road to the stairs.,The woman shoveled a path on her sidewalk.,0
A person dressed in black shoveling a path to the road from the stairs.,The man shoveling a path from the stairs.,1
A person dressed in black shoveling a path to the road from the stairs.,The woman shoveled a path on her sidewalk.,2
A machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,1
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,An experienced worker is observing large construction equipment in motion.,1
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is ignoring large construction equipment in motion.,2
A small earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,2
A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,A worker is observing large construction equipment in motion.,0
Two men are at a softball game. ,Two men are at a football game.,2
Two men during a football game,Two men are at a baseball game.,2
Two men during a football game,Two men are at a Bears game.,1
Two friends are together at a football game. ,Two men are at a football game.,1
Two men during a football game,Two men are at a football game.,0
Two men each wearing jackets leaning on a railing.,Two men stand outdoors.,1
Two men each wearing jackets leaning on a table near the television.,Two men stand outdoors.,2
two men each wearing jackets leaning on a railing near a snowy road,Two men stand indoors.,2
two men each wearing jackets leaning on a railing near a snowy road,Two men stand outdoors.,0
two men each wearing jackets leaning on a railing near a snowy road,Two men wearing hats stand outdoors.,1
"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,0
"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings Christmas songs.,1
"A group consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,1
"A choir consisting of adults dressed in blue, newer members in red, and older in black, is performing on a 2nd floor overlook.",A children's choir sings.,2
"A choir consisting of children dressed in blue, younger members in red, and older in black, is performing on a 2nd floor overlook.",A adult's choir sings.,2
A lady with kind eyes and long brown hair is holding an ax by a tree.,Several ladies were standing near the trees.,1
A lady with kind eyes and long brown hair is holding an ax by a tree.,a tree is near an ax,0
A lady with kind eyes and long brown hair is holding an ax by a tree.,There was no axes being held.,2
A lady with kind eyes and long brown hair is holding an ax while sitting on her couch inside. ,a tree is near an ax,2
A lady with kind eyes and long brown hair is holding an ax while walking down a dirt road. ,a tree is near an ax,1
"Young punk rock guitarist, wearing a red lined jacket with a badge, performing.",A guitarist stands in front of foggy lighting,1
"Young punk rock guitarist, wearing a red lined jacket with a badge, performing on a beach in sun. ",A guitarist stands in front of foggy lighting,2
"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A guitarist stands in front of well lit area.,2
"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A guitarist stands in front of dim lighting.,1
"Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting.",A guitarist stands in front of foggy lighting,0
"A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.",The young man is on a skate board.,2
"A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.",A man is watching another man in a crowd.,0
"A young man on rollerskates gifted by his girlfriend, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,2
"A young man on rollerskates gifted by his grandfather, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,0
"A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.",A young man is using the roller skates his grandfather gave him.,1
Three people are standing at a carnival game.,People are at a funeral.,2
Three people are standing at a carnival game.,People are having fun.,1
Three people are standing at a carnival game.,People are at a carnival.,0
Three people are standing at  a football game.,People are at a carnival.,2
Three people are standing in line for a game.,People are at a carnival.,1
A person rides a skateboard off of a wooden bench.,a person riding a wooden skateboard,1
A person rides a bike off of a bench.,a person riding a bike,0
A person rides off of a bench.,a person riding a bike,1
A person rides a skateboard off of a wooden bench.,a person riding a bike,2
A person rides a skateboard off of a wooden bench.,a person riding a skateboard,0
The driver of a blue delivery truck is lying down in front of a white building on a street corner.,A person is sleeping.,1
The driver of a blue delivery truck is sleeping in front of a white building on a street corner.,A person is sleeping.,0
A blue delivery truck is parked in front of a white building on a street corner.,The truck is parked by it.,1
A blue delivery truck is parked in front of a white building on a street corner.,The truck is parked in front of the building.,0
A blue delivery truck is parked in front of a white building on a street corner.,A person is sleeping.,2
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,The child is hungry.,1
A person wearing black and white gear is sledding down a hill.,A child is sledding in the snow.,1
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,The child is kneeling in shallow water.,0
A child wearing black and white gear is sledding down a hill.,A child is sledding in the snow.,0
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.,A child is sledding in the snow.,2
A person is riding a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,2
A person is riding a bucking animal in front of a crowd.,A person is riding an animal in front of a crowd.,0
A person is riding a bucking animal in front of a crowd.,A person is riding an animal in front of a crowd at night.,1
A person is lifting a bucking animal in front of a crowd.,A person is lifting a animal in front of a crowd.,0
A person is lifting a bucking animal.,A person is lifting a animal in front of a crowd.,1
A man is jumping off the grass into the fire while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,2
A man is jumping off the grass while holding onto a giant white balloon.,The man leapt while holding his balloon.,0
A man is jumping off the grass while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,1
A man is jumping off the grass while holding onto a giant white balloon.,The man slept while holding his balloon.,2
A man is jumping off the grass safely while holding onto a giant white balloon.,The man leapt to safety without letting go of his balloon.,0
A girl in purple doing the long jump at a track event.,The girl competes in shot-put.,2
A girl in purple doing the long jump at a track event.,The girl competing in the long jump.,0
A girl in purple doing the long jump at a track event.,The girl represents her high school at the track event.,1
A girl in purple doing the hurdles at a track event.,The girl competing in the long jump.,2
A girl in purple is competing at a track event.,The girl competing in the long jump.,1
A man walks through a pathway.,A man walks through the hallway.,2
A man runs through a forest. ,A man walks through the pathway,2
A man walks through a pathway.,A man walks through the narrow pathway.,1
A man walks between buildings.,A man walks through the pathway,1
A man walks through a pathway.,A man walks through the pathway,0
A guy is practicing at the gym. ,There is no punching bag in the gym.,1
A guy is practicing on a punching bag at his home because there is none at the gym. ,There is no punching bag in the gym.,0
A guy is practicing his kicks on a punching bag in the gym.,A kickboxer is training for his fight.,1
A guy is practicing his kicks on a punching bag in the gym.,A man is not punching but kicking a punching bag.,0
A guy is practicing his kicks on a punching bag in the gym.,There is no punching bag in the gym.,2
"Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",Two men are standing in a rodeo ring,0
"Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,1
"A couple of men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,0
"Two men, one with large chaps and one with short pants are standing in a rodeo ring while some men look on from outside the ring.",Two men are sitting in a rodeo ring,2
"Two men, one with suits and ties are standing in a rodeo ring while some men look on from outside the ring.",the men in the ring are dressed as cowboys and are very happy,2
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping for an Ipad.,1
"A boy stands outside of ""TheFaceShop"" looking at a poster, while a man leans against the corner of the store.",A boy is window shopping.,2
"A boy stands outside of ""TheFaceShop"" looking inside, while a man leans against the corner of the store.",A boy is window shopping.,1
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A boy is window shopping.,0
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store.",A girl is window shopping.,2
Two women in a whirlpool with towels on the heads laughing joyfully.,Two sad women in a whirlpool with towels on the heads laughing.,2
Two women in a whirlpool with towels on the heads laughing despite their sadness.,Two sad women in a whirlpool with towels on the heads laughing.,0
Two women in a whirlpool with towels on the heads laughing.,There was only one woman in the whirlpool.,2
Two women in a whirlpool with towels on the heads laughing.,Two sad women in a whirlpool with towels on the heads laughing.,1
Two women in a whirlpool with towels on the heads laughing.,The women had towels on their head.,0
A middle-aged woman ironing in a messy room.,A woman ironing in a messy living room.,1
A middle-aged woman ironing in a messy room.,A woman sleeping in a messy room.,2
A middle-aged man ironing in a messy room.,A woman ironing in a messy room.,2
A middle-aged person ironing in a messy room.,A woman ironing in a messy room.,1
A middle-aged woman ironing in a messy room., A woman ironing in a messy room.,0
Female painter is painting on a vase with three people watching her.,A woman is carving a sculpture.,2
Female painter is painting on a vase with three people watching her.,People are watching a female painter paint on a vase.,0
A famous female painter is performing art with three people watching her.,A woman is carving a sculpture.,1
Female painter is creating a sculpture with three people watching her.,A woman is carving a sculpture.,0
Female painter is painting on a vase with three people watching her.,A female painter is painting flowers on a vase.,1
Food is being served outside of a stadium.,Vending is inside the stadium.,2
Food is being served outside of a stadium.,There is food vending.,1
Food is being served outside of a  hut.,Vending near large building.,2
Food is being served outside.,Vending near large building.,1
Food is being served outside of a stadium.,Vending near large building.,0
A man holding a newborn baby.,A man holds a baby.,0
A man holding a man.,A man is holding his wife.,1
A man holding his newly wed wife.,A man is holding his wife.,0
A man holding a newborn baby.,The man is holding his first newborn baby.,1
A man holding a newborn baby.,A man is holding his wife.,2
hockey match with couple of men cheering,The hockey game is drawing to a close and the frustrations boiled over into a fight.,2
hockey match in last quarter with a couple of men fighting,The hockey game is drawing to a close and the frustrations boiled over into a fight.,0
hockey match with two guys fighting,The hockey game frustrations boiled over into a fight.,0
hockey match with two guys fighting,The hockey game is drawing to a close and the frustrations boiled over into a fight.,1
hockey match with two guys fighting,The hockey game is drawing to a close and the frustrations didn't boil over into a fight.,2
Three young friends singing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,1
Three younger men dancing in front of a semi-circled crowd.,Three young men are performing in front of a crowd.,0
Three younger men dancing in front of a semi-circled crowd.,Three young men are performing for money in front of a crowd.,1
Three young men singing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,0
Three younger men dancing in front of a semi-circled crowd.,Three young men are singing in front of a crowd.,2
The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is not attempting to score.,2
The opposing tall basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,1
The opposing baseball player is making a pitch over the catcher.,The opposing basketball player is attempting to score,2
The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score to win the game.,1
The opposing basketball player is making a hook shot over the defender.,The opposing basketball player is attempting to score,0
Men at opposite ends of the street waiting to cross.,there are some people inside in this picture,2
Men at opposite ends of the street waiting to cross.,there are some people outside in this picture at the crosswalk.,1
Men at opposite ends of the street waiting to cross.,there are some people outside in this picture,0
"Men at opposite ends of a streetcar, waiting.",there are some people outside in this picture,1
Men at opposite ends of a store waiting to check out.,there are some people outside in this picture,2
Two men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,1
Two men in safety hats and masks sorting through clean rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,2
Two men in safety hats and masks sorting through soiled rags at a factory.,Two men in safety hats and masks are sorting through soiled rags at a factory.,0
Two men in safety hats and masks sorting through soiled rags at a factory.,Two men without safety hats or masks are sorting through soiled rags at a factory.,2
Two crying men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,0
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a fight.,2
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a conversation.,0
A woman in a white tank top brushes her hair from her eyes as she looks in the mirror.,Two people are having a conversation.,2
A woman in a white tank top brushes her hair from her eyes as she looks at the man in the gray shirt.,Two people are having a conversation.,1
A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a fun conversation.,1
a woman cleaning pots in a body of water.,boy washing fruit in a stream,2
a woman cleaning pots in a body of water.,A woman cleans pots in a stream.,1
a woman cleaning pots in a body of water.,A woman has pots that are wet.,0
a woman cleaning pots in water as her young son washes berries in the stream.,boy washing fruit in a stream,0
a woman cleaning pots in a body of water as her son washes produce nearby.,boy washing fruit in a stream,1
A large black gorilla peers down at a group of old people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,2
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,0
A large black gorilla peers down at a group of people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,1
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young students.,1
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is below the young people.,2
People are walking down a grassy hill with a fence behind them.,People are outdoors.,0
People are walking down a flight of stairs in the building.,People are outdoors.,2
People are walking down a grassy hill with a fence behind them.,People are happy.,1
People are walking down a grassy hill with a fence behind them.,People are indoors.,2
People are walking together.,People are outdoors.,1
People shopping in an open produce market.,People are buying items outside.,1
People shopping in an open produce market.,People are shopping in a mall.,2
People shopping in an open produce market.,People buying produce in an outdoor market,0
People shopping in an open market.,People buying produce in an outdoor market,1
People shopping inside a clothing store.,People buying produce in an outdoor market,2
Man in plaid shirt scaling rocks.,A woman is skiing.,2
Man in plaid shirt scaling snowy rocks by a woman using poles.,A woman is skiing.,1
Man in plaid shirt scaling rocks.,A blind man is scaling rocks.,1
Man in plaid shirt scaling rocks.,A man is scaling rocks.,0
Man in plaid shirt scaling snowy rocks by a woman using skis.,A woman is skiing.,0
A young boy walks to school,A little kid walks to school.,0
A young boy walks on the road.,A little kid walks to school.,1
A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,2
A young boy in pajamas tosses a red ball in the air.,A youngster with a ball.,0
